filename,subtitle
audio111.wav,நீ படிச்ச பொண்ணை வசதியா வந்து பேசுறேன் நாங்க அப்படி இல்ல நாலு காசு சம்பாதிக்க வேண்டும் என்றால் சாகனும் சம்பாதித்த காசை வீட்டு கொண்டாட்டத்தில் ஒரு நாளைக்கு நான் உயிரோடு இருப்போம் அதனால் தான் நினைக்க முடியல இருந்து தப்பிக்க முடியும்
audio112.wav,வேர்ல்டு குதிரை தேனி மாவட்டம் ஊர் கோடுகளால் பட்டி பொண்டாட்டி பெயர் நிரஞ்சனா பொண்ணு பேரு ஸ்வேதா ஓட்டைக் ஒத்த வாடா
audio114.wav,மிருகம் கொன்று மிருகம் கொன்று கடவுள் வளர்க்கப் பார்க்கின்றேன் ஆனால் கடவுள் கொன்று உணவாய் தின்று மிருகம் மட்டும் வளர்கிறதே
audio115.wav,என்றால் என்ன தெரியுமா பயம் இல்லாத மாதிரி நடிக்கிறதா உன் பயத்தை உன் கண்ணுல நான் பாத்துட்டேன் அதை மெதுவா தான் நம்ம வெளியே கொண்டு வந்து உனக்கு அறிமுகப்படுத்த வேண்டும்
audio116.wav,கண்மணி அன்போடு காதலன் நான் நான் நான் நான் நான் நான் நான் நான் நான் எழுதும் லெட்டர் மடல் இல்ல கடுதாசி வச்சுக்கலாமா கடிதமே இருக்கட்டும் படி
audio117.wav,இன்னைக்கு பார்த்திருக்கீங்களா ஒரு காக்கா செத்துச் சொன்னா 100 காக்கா சுத்தி பறக்கும் ஒரு மனுஷன் செத்துப்போனா அதை விட்டுட்டு நாம போய் பாட்டு பாடிட்டு இருக்கணும்
audio118.wav,என் காதல் என்னன்னு சொல்லாம ஏங்க அழுகையா வருது ஆனா நான் அழுது என் சோகம் உன்னை தாக்கிடும்
audio119.wav,இது என்ன கோலி நீ முன்னாடி விளையாட்டா செஞ்சவன் இப்ப இந்த வேலை செய்ற விளையாட்டு பாக்குறியா
audio12.wav,நாங்க எல்லாம் பிரச்சினையை பில்லு போட்டு வாங்குறவங்க சொல்லு மச்ச
audio120.wav,வந்து
audio121.wav,ஒருத்தனை கொல்லனும் வந்துட்டு மனசை மாத்திக்கிட்டு மன்னிப்பும் கேட்கிற மனுஷன் இருக்கானே அதான் என்னை பொருத்தவரைக்கும் சாமி மனச மாத்திக்கிட்டேன் சாமினா என்ன தம்பி அப்படியெல்லாம் நம்பிக்கை இல்லாம நாத்திகம் பேசாதிங்க ஊரெல்லாம் இந்த மாதிரி நிறைய சாமி இருக்கு நமக்கு தான் தெரியல நம்புங்க
audio122.wav,சின்ன மீனை போட்டு பெரிய மீனை பிடிக்கிற பணக்கார விளையாட்டு 27 வருஷத்துக்கு முன்னாடி ஒரு பெரிய மீனை கொன்னுட்டீங்க ஞாபகம் இருக்குதா அதில் ஒரு தப்பு பண்ணிட்டீங்க சின்ன மீனை தப்பிக்க விட்டீங்க என்ன நியாபகம் வரல சேதுபதி கிரிமினல் பிரியாணி சேதுபதிக்கு பொறந்த சின்ன மீன் அப்பு
audio123.wav,என் காதலனா விழுந்தாள்
audio124.wav,ஆதித்யா அருணாச்சலம் கமிஷனர் போலீஸ் மும்பை இஸ் நாட் எ ஜோக்
audio125.wav,சத்தியமா சொல்றேன் அடிச்சு அன்று பேரோட ஓட விட்டுவிடுவேன்
audio126.wav,கையில இருக்கியா
audio127.wav,சிறப்பான தரமான சம்பவங்களை இனிமேதான் பார்க்க போறேன்
audio128.wav,எவனுக்காவது பொண்டாட்டி குழந்தை குட்டி என்று சென்டிமென்ட் இருந்தால் அப்படியே ஓடிப் போயிடு கொலை காண்டுல இருக்க மவளே கொல்லாம விட மாட்ட
audio129.wav,நான் வீழ்வேனென்று நினைத்தாயோ ஹா ஹா ஹா
audio13.wav,மானே மானே மானே மானே மானே மானே மானே
audio130.wav,பாக்கத்தானே போற இந்த காளியோட ஆட்ட
audio133.wav,இத்தனை வருஷம் எங்கேயோ தூரம் இருந்தவர் இன்னைக்கு இங்கேயே எங்க பக்கத்துல இருக்கா என்ன நினைச்சுட்டு தூங்கிட்டு இருக்க என்னை பார்த்த உடனே எப்படி ரியாக்ட் பண்ணுவான் என்ன நினைப்பா அது எல்லாம் எனக்கும் போது நெஞ்சுல திக்கு திக்குனு இருக்குமா உடம்பெல்லாம் ஒரு மாதிரி இருக்கு எனக்கே கேட்குது நீதிபதி இப்ப தூங்கு
audio134.wav,என் காதலனா ஹீரோ
audio135.wav,ஆண்டவருடைய கோட்டு என்ன இருக்கு அந்த கோட்டை இந்த அண்ணாமலை ஜெயிப்பார் நிச்சயமாக இது அந்த திருவண்ணாமலை சிவன் மேல சத்யா
audio136.wav,நல்லவர்கள் ஆண்டவர் சோதிப்பான் கைவிட மாட்டான்
audio137.wav,தோனி நான் கரெக்டான டைம் தான் வந்து இருக்கேன் நானும் இந்த நேரத்துக்கு தான் ரொம்ப நாளா காத்துகிட்டு இருந்தேன் திஸ் யூ ஹா ஹா ஹா ஹா ஹா மகிழ்ச்சி இந்த துணி கூட பேச மாட்டியா
audio138.wav,நான் படிச்ச படிப்புக்கு இல்லாத வேலை என் அப்பா பேரு இல்லாத வேலை என்னுடைய நாணயம் நேர்மை உழைப்பு இல்லாத வேலை இரண்டு பேர் சிபாரிசு மூலமா கிடைக்கிறது
audio139.wav,நான் ஒரு தடவை சொன்னா 100 தடவை சொன்ன மாதிரி
audio14.wav,அப்ப நாங்க எல்லாம் வேஸ்டா எங்கள எல்லாம் ஜெயிக்கவே முடியாத இந்த உலகத்தில் முடியாதுன்னு எதுவுமே கிடையாது டா நல்லா பண்ணா யாரும் யாரையும் ஜெயிக்கலாம் இங்க திறமை இல்லாத மனுஷங்களை கிடையாது திறமையை வெளிப்படுத்தாத மனுஷன் தான் ஒவ்வொரு மனுஷனும் ஒரு திறமையும் ஏதாவது இக்கட்டான ஒரு சூழ்நிலையில் தான் வெளிவரும்
audio140.wav,ரங்கசாமி உன் புள்ளைய இன்னும் வரல பயந்துட்டேன் டா அவன் பயந்ததை இதுவரைக்கும் நான் பார்த்ததே இல்ல அவ சொல்ல மாட்டாள்
audio141.wav,மலர் அண்ணாமலை
audio142.wav,கூடவே பொறந்தது என்னைக்கும் போகாது
audio143.wav,கஷ்டப்படாம ஏதும் கிடைக்காது கஷ்டப்படாம கிடைக்கிறது என்னைக்குமே நிலைக்காது
audio144.wav,ஐ அம் ரியலி ஹாப்பி அவ்வளவு சீக்கிரம் சாக மாட்டான் இந்த கபாலி ரொம்ப கெட்டவன் தான் என் பொண்ணு இன்னைக்கு என்கூட யூ வில் மீட் சோர் எப்படா
audio145.wav,பேரி மிதிச்சு ஏரியா வாங்குவதில்லை மூச்சு கூட வாங்க முடியாது
audio147.wav,இன்னைக்கு தான் நான் நிம்மதியா தூங்க போறேன் ஆனா நீங்க மகிழ்ச்சி
audio148.wav,இன்னொரு தடவை இந்த பக்கம் நான் உன்னை பார்த்தேன் பார்த்த இடத்திலேயே குழி தோண்டி புதைத்து விடுவேன் நான் ஒரு தடவை சொன்னா 100 தடவை சொன்ன மாதிரி
audio149.wav,இன்னைக்கு நான் இவ்ளோ பவர்ஃபுல்லா என்னை உணர என்ன அதுக்கு அவ தான் காரணம் என்ன மோட்டிவேட் பண்ணிட்டே இருப்பா சின்ன சின்ன விஷயங்களை கூட
audio15.wav,உலகத்திலே நமக்கு துரோகம் நினைக்காத ஒரே ஜீவன் எங்க அம்மா அப்பா மட்டும் தான் அவங்கள நம்பு வேற யாரையும் நம்ப
audio150.wav,துப்பாக்கி தொலைத்துவிட்டு துப்பட்டாவை தொடுக்க பீரங்கியை விட்டுவிட்டு பெண் அங்கேயே தொடுங்கள் எதற்கு யுத்தங்கள் ஏன் இந்த ஆயுதங்கள் காதல் எதிரிகளையும் நேசிக்க கற்றுத் தரும் எல்லோரும் காதலியுங்கள் ஹா ஹா ஹா ஹா ஹா
audio151.wav,உன்ன முதல் தடவை பார்த்தப்போ சத்தியமா சொல்றேன் உனக்கு மேல இருந்த நிலா போயிட்டு அவுட் ஆயிடுச்சு யாரை பின்னி எடுத்துட்டு சம்மர் சால்ட் எல்லாம் அடிச்சேன் தெரியுமா
audio152.wav,உலகத்தில் எவ்வளவு பொண்ணுங்க இருந்தோம் ஜெசி லவ் பண்ணேன் என்கிட்ட பதிலே கிடையாது
audio153.wav,சரி இன்ஜினியரிங் எப்ப ஜாயின் பண்ணனும் அப்பவே எனக்கு தெரிஞ்சு போச்சு சார் அதெல்லாம் வேலைக்கு ஆவாது சினிமா சினிமா சினிமா சினிமா சினிமா தான்னு
audio154.wav,மச்சான் அவன் பசு பேசாத ஏதோ செய்வான் பொண்ணுங்க சிம்பிளா தேங்க்ஸ் ன்னு சொல்லிட்டு போயிடும் சப்பை எவ்வளவுதான் உனக்கு உயிரையே இழுத்துட்டு அதுக்கு பேரு தான்
audio155.wav,நான் லவ் பண்ணதுல தப்பு பண்ணல யாரை லவ் பண்றேன்னு தான் தப்பு பண்ணிட்டேன் நான் ஒரு பொண்ண லவ் பண்ணி இருக்கணும் ஆனா நான் உன்ன லவ் பண்ணிட்டேன் என் லவ் ஃபெயிலியர் ஆயிடுச்சு என்பதற்காக சோக பாட்டு பாட்டு தண்ணி அடிச்சுட்டு தாடி வளர்த்துட்டு ரோட்டில் இருந்து என்னை லவ் பண்ண பொண்ணு விட்டு போயிட்டாங்க அவங்களோட என்னை சேர்த்து வைங்க என்று போலீஸ் ஸ்டேஷன் பஸ் இல்ல கோர்ட் வாசல்ல போய் நிப்பேன் பாத்தியா சிங்கம் ஒன்னு சொல்றேன் நல்லா கேட்டுக்கோ வாழ்க்கையில நம்மளுடைய பஸ்ட் லவ் ஜெய்க்கு தான் தோக் தான் என்கிறது முக்கியம் இல்ல லாஸ்ட்டா நம்ம சாவும் போது நமக்காக ஒரு லவ் உண்மையாக இருந்து தான் முக்கியம் எனக்கு இருக்கும் கண்டிப்பா நான் திரும்ப லவ் பண்ணுவேன் உன்னை விட சூப்பரா அழகா நச்சுன்னு கும்முனு ஜம்முனு ஒரு பொண்ண நான் தேடி போக மாட்டேன் அந்த ஆண்டவனே பார்த்து கொடுப்பான் அவளோட சந்தோஷமா வாழ்ந்து காட்டுல நான் பல்லு வாங்குற பல்லவன் அடி என்ன பாக்குற லெப்ட்ல விட்டா ரைட்ல திரும்பிக்கோ வரட்டா
audio156.wav,அடேங்கப்பா
audio157.wav,பசங்க எல்லாம் என்ன நினைச்ச உன்னை மாதிரி ஒரே பொண்ணு லவ் அப்ப நீ ஒரே பொண்ண கல்யாணம் பண்ணி உங்களுடைய குப்பை கூட்டம் நினைச்சா து அதெல்லாம் ஓல்டு மா நாங்க எல்லாம் லேட்டஸ்ட் ஜெனரேஷன் அட் எ டைம் 20 செலக்ட் பண்ணுவோம் அதுல பாத்தா பண்ணுவோம் அந்த ஒர்க் அவுட் பண்ணுவோம் மூணு பிக்கப் பண்ணுவான் உனக்கு தான் இது ஃபர்ஸ்ட் டைம் நமக்கு இது சோமனி டைம்ஸ் நான் பாக்காத பொண்ணுங்களே வல்லவன் என்கிற ஒரு பெயர் தான் உனக்கு தெரியும் நமக்கு பொண்ணுங்க மத்தியில இன்னொரு பேர் இருக்கு
audio158.wav,லவ் ஃபெயிலியர் ஆயிடுச்சு என்பதற்காக சோக பாட்டு பாடு தண்ணி அடிச்சுட்டு தாடி வளர்த்துட்டு ரோட்டில் செட் பண்ணி வச்சுக்க இல்ல என்னை லவ் பண்ண பொண்ணு விட்டு போயிட்டாங்க அவங்களோட என்னை சேர்த்து வைங்க என்று போலீஸ் ஸ்டேஷன் வாசலில் இல்ல கோர்ட் வாசல்ல போய் நிப்பேன் பாத்தியா சிங் ஒன் டே
audio159.wav,ஏய் ஆனா ஒன்னு மட்டும் சொல்றேன் டி நல்லா கேட்டுக்கோ என்ன வேணான்னு சொல்லிட்ட இல்ல என்ன போன் சொல்லிட்ட இல்ல என்னை திரும்ப பார்க்க வரமாட்டேன்னு ரோஷம் உள்ளவன் சத்தியமா வரமாட்டேன் போறேன் வரவே மாட்டேன் எனக்கு தெரியும் திரும்ப வருவேன் லவ் பண்ணிட்ட இல்ல என் கதையில் என்ன நடக்குதுன்னு எனக்கே தெரியல
audio16.wav,காஞ்சு போச்சு எனக்கு எல்லாம் வறண்டு போச்சு கொஞ்ச நேரம் உன் அழகான உதட்டை என் கிட்ட கொடுத்து நான் உயிர் பிழைப்பேன்
audio160.wav,பிரிச்சு மேஞ்சிடுவோமில்லே
audio161.wav,சத்தியம் பண்றதை உடைப்பதற்கு தான்
audio162.wav,எனக்கு எந்த பிரச்சினையும் வேண்டாம் இப்போ எனக்கு இது வேண்டாம் தெரியுதா டா
audio163.wav,சுடிதார் போட்டு போறவங்க எல்லாம் நல்லவங்களும் கிடையாது ஜீன்ஸ்ல சுத்துற எல்லாம் கெட்டவனும் கிடையாது
audio164.wav,இங்க என்ன சொல்லுது ஜெஸ்ஸி ஜெஸ்ஸி சொல்லுங்க அதுதான் காதுல கேக்கணும் காதுல அவர்கிட்ட எப்படி சொல்ல போறேன் என்றதை யோசி நெக்ஸ்ட்
audio165.wav,அது
audio166.wav,இப்பதான் பொண்ணுன்னு இதயத்தில் லாக் பண்ணிட்டோம்னு சொன்னா அதுக்கப்புறம் எவன் வந்தாலும் கேட்டுக்கு வெள்ளைதான்
audio17.wav,நான் இதை சொல்லியே ஆகணும் நீ அவ்வளவு அழகு இங்கே எப்படி இவ்வளவு அழகாக ஒரு இவ்வளவு அழகா பார்த்திருக்க மாட்டாங்க அதனால்
audio18.wav,லோக்கல்
audio19.wav,சிங்கத்தை போட்டோல பார்த்திருப்பேன் சினிமால பாத்திருப்ப டிவில பார்த்திருப்பேன் ஏன் கூண்டுல கூட பார்த்திருப்பேன் கம்பீரமா காட்டுல நடந்து பாத்துருக்கியா வெறித்தனமா தனியா ரெண்டு பேரும் பாத்துருக்கியா ஓங்கி அடிச்சா ஒன்றரை டன் வெயிட்டுடா பாக்குறியா பாக்குறியா பாக்குறியா
audio2.wav,பங்காளி கலா அடிச்சு தூக்கலாமா
audio21.wav,ஒரு தவறு செய்தால் அதைத் தெரிந்து செய்தால் தேவன் என்றாலும் விடமாட்டேன்
audio22.wav,நம்மளுக்கு தெரிஞ்சவங்களுக்கு ஏதாவது ஒன்னு பசு சும்மா இருக்க முடியுமா அவன் நல்ல பொண்ணுடா அந்த பொண்ணு கேளு ஒரு வேலை வாங்கி சாப்பிட்டு இருக்கோம்ல
audio23.wav,எதிர்பாக்கல இல்ல நான் திரும்ப வருவேன் எதிர்பார்க்கல இல்ல அதை எப்படி வருவேன்னு எதிர்பார்க்கல இல்ல நான் கேட் கேம்
audio24.wav,மங்கா
audio25.wav,நான் உன்னை ஏமாத்த போறேன் தெரிஞ்சும் ஏன் என்னை கூட்டிட்டு வந்து மோட்டிவேஷன் பணத்தை அடிக்கிறது இல்ல மாஸ்
audio26.wav,ஹலோ ஹலோ எப்படி போயிட்டு இருக்கு
audio29.wav,ராஜு டா நான் சாகனும் அது நான் தான் முடிவு பண்ணனும் நீ சரவணன் தான் முடிவு பண்ணனும்
audio3.wav,ஆம்பளைங்க மனச கடவுள் தயார் செஞ்சிருக்கான் ஆனா இந்த பொண்ணுங்க மனச சைனாக்காரன் தயார் செஞ்சிருக்காங்க
audio30.wav,வில்லு பவர்ஃபுல் ஹா ஹா ஹா ஹா
audio31.wav,உங்களுக்கு என்ன கொடுக்க முடியும் தெரியல ஆனா இருக்கிறது கொடுப்போம்
audio32.wav,தலைவன் கிறது நாம தேடி போற விஷயம் என்ன நம்ம தேடி வர விஷயம்
audio34.wav,இந்த தடவை முழுசா கதை
audio35.wav,என்னை பார்த்தால் குடிகாரனா தெரியு
audio36.wav,ஒரு தடவை நமக்கு கத்தி வந்துருச்சுன்னா உனக்கு ஆக்கும் இல்லை
audio37.wav,சில விஷயங்கள் கேட்கிறத விட பாக்குறது தான் ட்ரில்லிங் இருக்கும் சீ மீனா சுடனும் முடிவு பண்ணா சுடனும் அதை விட்டுட்டு யாரு என்னனு நின்னுகிட்டு பிளடி ஃபூல்
audio38.wav,ஒருவாட்டி முடிவு பண்ணிட்டேன்னா என் பேச்சை நானே கேட்க மாட்டேன்
audio39.wav,நீ பற்ற வைத்த நெருப்பொன்று பற்றி எரிய உன்னை கேட்கும் நீ விதைத்த வினையெல்லாம் உன்னை யாரு இருக்கா காத்திருக்கும்
audio4.wav,22 வருஷமா இருந்த ஊர்ல நிலம் ஒரு நிமிஷம் கூட இருக்க முடியல ஏன் அவராலே இருக்க முடியல
audio40.wav,உங்கள இந்த ஏரியா மாமா நினைச்சேன்
audio41.wav,சர்ச் ஜோக்
audio42.wav,நான் தான் எனக்கு பொண்ணு பார்க்க போறேன் அழகு என்றது கண்ணுக்கு தானே மனசுக்கு இல்லையே பார்க்கும்போது மனசுல இருக்கிற காதல் இல்லாமல் போயிடும்
audio43.wav,உயிர் மேல ஆசை இருந்தா ஓடிப் போயிடு இல்ல இல்ல பீஸ் பீஸா வெட்டிடுவேன்
audio44.wav,ஆனால் ஆட்டம் கோதா போட்டி பந்தயம் வந்துட்டா சும்மா சொல்லி அடிப்பேன் கில்லு கில்லு மாதிரி முடிவு பண்ணி இறங்கிட்டேன் ஃபீல் பண்ண மாட்டேன் பேக் அடிக்க மாட்டேன் ஒன்ஸ் பிக்கப் ஆனா தான் போய்க்கிட்டே இருப்பேன் ஜாக்கிரதை
audio45.wav,சிங்கிளா வந்திருக்கிறான் இவன் என்ன ப்ரூஸ்லீ ஜெட்லீ கில்லிட
audio46.wav,ஜெயிக்கிறதுக்கு முன்னாடியே கொண்டாடுவோம் ஜெயிச்சதுக்கு அப்புறம் நம்ம அகராதியில் எல்லாம்
audio48.wav,ஏய் நாங்க அப்பன் பேச்சை கேட்க மாட்டோம் அது வயசு ஆனாதே அப்பனுக்கு ஏதாவது பிரச்சனைன்னு வை எவன் பேச்சையும் கேட்க மாட்டான்
audio49.wav,எங்கேயோ இருந்து வந்த ஒருத்தன் நம்மள ஏமாத்தி நம்ம இடத்தை புடிச்சு நம்ம தலை மேல ஏறி உட்கார வரைக்கும் எல்லாமே தன்னால சரியா நினைச்சு நம்ம சும்மாவே இருந்துருக்கும் துருப்பிடித்து நம்மளோட உரிமை என்பது இன்னொருத்தன் கிட்ட கேட்டு வாங்குற பிக்சர் கிடையாது அது நம்முடைய உரிமையை தடுக்கும் நினைச்சா தடுக்கிற அவன் மூஞ்சியை விட்டுட்டு அவன் மூளையை அடிச்சு உடைக்கணும் அப்பதான் அடுத்து வரவ உனக்கு அப்படி யோசிக்க வேண்டும் என்கிற எண்ணமே வராது எப்பவுமே மெயின் சுவிட்ச் தான் மாஸ்ட்
audio5.wav,இந்த உலகத்தில் சுருக்கமான காதல் கதைகள் உன்னால் என் மனம் அடைந்தது பாதை உன்னால் என் மனதை காதல் நினைப்பு
audio50.wav,தொழிற்சாலையில் இயங்கினால் தான் இங்கே விவசாயமும் மக்களும் வாழ முடியும் அப்படின்னு நம்மள நம்ப வச்சுட்டாங்க விவசாயம் பண்ணா மட்டும் தான் இங்க தொழிற்சாலைகள் இயங்க முடியும் அதுதான் உண்மை இந்த மண்ணுல தான் எல்லா தொழிற்சாலைக்கும் தேவையான மூலப்பொருள் எல்லாம் விளையுது அதை வாங்கி வியாபாரம் பண்ற அத்தனை பேரும் லாபம் பாக்குறாங்க அந்த விவசாயம் பண்ற விவசாயி மட்டும் நஷ்டத்தை சந்தித்து தூக்கு மாட்டிகிட்டு சாக
audio51.wav,ஒரு நாள் ஒரு ஆள புலி துரத்த ஓட ஒரு இடம் இல்லாமல் மேடை தாண்டி சரிவில் பாஞ்சி அங்க மரம் விருந்து என்னை விட்டு கிளறி விட்டு கிடைத்ததற்கு தெரியும் என்னடா எழவு வாழ்க்கை உன் மேல பார்த்தால் அந்த தேன் கூட்டில் இருந்து ஒரே ஒரு துடித்தேன் இப்படி பக்கத்துல வந்து விழுந்தால் மேலே சாவு அங்கே இருந்தால் அழிப்பது எப்படி பாம்பாவது பள்ளம் ஆவது புண்டையாவது உசுரு போனா மசுரு போச்சுன்னு கவலையே படாம நான் கன்னித்தேன் எனக்கு சொன்னால்
audio52.wav,ஒரு நாள் ஒரு ஆள புலி துரத்தாமல் ஓட ஒளி இடமில்லாமல் மேடை தாண்டி சரிவில் பாஞ்சு அங்க மரம் இருந்து இலையை விட்டு கிளையை விட்டு கடைசியில் சிக்குன்னு கூடி புடிச்சு தொங்க அந்த கொடி பாம்பு என்று தெரியும் மேலே போய் கீழே படும் அங்கே இருக்கலாம் என்னடா எழவு வாழ்க்கை நான் உன் மேல பார்க்க அங்கு ஒரு தேன் கூட இருந்துச்சுன்னா அதுல இருந்து ஒரே ஒரு துளி தேன் நழுவி ஒழுகி அவன் வாய் பக்கத்துல வந்து விழுந்துச்சு
audio53.wav,சினிமாவில் நீங்க சொல்லுவானுங்க நீ செஞ்சுட்டா இல்ல
audio54.wav,ஒரு நாள் ஒரு ஆள புலி துரத்தாமல் ஓட ஒளி இடமில்லாமல் மேடை தாண்டி சரிவில் பாஞ்சு அங்க மரம் இருந்து இலையை விட்டு கிளையை விட்டு கடைசியில் சிக்குன்னு கூடி புடிச்சு தொங்க அந்த கொடி பாம்பு என்று
audio55.wav,ஒரு நொடி பாம்பாவது பள்ளம் ஆவது புண்டையாவது உசுரு போனா மசுரு போச்சுன்னு கவலையே படாமல் நாக்கை நீ தேன் எனக்கு அழகான சொன்னால்
audio56.wav,டேய் நிறுத்துடா
audio57.wav,இன்னும் இந்த உலகத்துல விலை போகாத உண்மையும் வளையாத நேர்மையும் இருக்குடா நண்ப
audio59.wav,ஹலோ எக்ஸ்கியூஸ் மீ
audio6.wav,ஹேய் இந்த கெட்டப் பிளவை என்னை பாக்குறா அழகுல அவ தோக்கு அப்புறம் கழுத்துல தொங்குற
audio60.wav,புருஷோத்தமா ராவணன் சீரியல் தூக்கிட்டு வந்து கை படாம பத்திரமா வைத்திருந்தன காப்பாற்றி கொண்டு போய் அவளை சந்தேகத்துக்கு போட்டு எரிச்சலா அவனை கடவுள் சொல்கிறோமா மாமா கெட்டவனா ராவணன் கெட்டவனா ராவணன் கேட்டவன் முடியும் இந்த கதை ராமனும் நான்தான் ராவணன் நான்தான்
audio61.wav,புருஷோத்தமா ராவணன் சீரியல் தூக்கிட்டு வந்து கை படாம பத்திரமா வைத்திருந்தன காப்பாற்றி கொண்டு போய் அவளை சந்தேகத்துக்கு போட்டு எரிச்சலா அவனை கடவுள் சொல்கிறோமா மாமா கெட்டவனா ராவணன் கெட்டவனா ராவணன் கேட்டவன் முடியும் இந்த கதை ராமனும் நான்தான் ராவணன் நான்தான்
audio62.wav,தந்தூர் புலி பஸ் சாலும் புல்ல தின்னக்கூடாது புலிக்கு பசி எதுனா பக்கத்துல புல் இருந்தா திங்க நண்டு புள்ள தின்னுட்டு உயிர் வாழ்ந்து
audio63.wav,ஒரு ஊருல ஒரே ஒரு வீரா அவன் பேரே ஆகாசம் கூடம் பேரு சொல்ல மூச்சில் வாழ்க்கை இல்லை அதையே பங்காளி
audio64.wav,காச கூட்டிட்டு பழகுற நாய் நீ பேசாத
audio65.wav,ஐயையோ எங்கயாவது யார் இந்த அளவுக்கு தான்யா லவ் மேட்டர் இல்ல நான் வர்றதே இல்ல லூசு எருமை வந்துட்டோம் ஆனா நினைச்சிட்டேன்
